talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::2,Raghav Sundar,Yale University,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,biomarker_stratification_gap,high,CMS4 molecular subtype predicts poor outcome and may respond differently to intraperitoneal agents.,Speaker said: CMS4 subtype is enriched in colorectal peritoneal metastases and has poorer prognosis.,"CrisPRO can develop a CMS‑based classifier to select patients for tailored intraperitoneal therapies (e.g., mitomycin C vs oxaliplatin)."
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::2,Raghav Sundar,Yale University,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,combination_partner,medium,Targeting stromal/TGF‑β pathways could sensitize CMS4 tumors to intraperitoneal chemotherapy.,Speaker said: CMS4 shows TGF‑beta activation and stromal infiltration.,CrisPRO can model TGF‑β inhibition combined with HIPEC to predict synergistic effects.
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::3,Ignacio Garcia,Massachusetts General Hospital,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,resistance_mechanism_addressable,high,Targeting the suppressed cGAS‑STING pathway in genome‑doubled tumors could restore immune activation.,Speaker said: high genome doubling leads to down‑regulation of cGAS‑STING signaling despite increased micronucleus formation.,CrisPRO can predict which genome‑doubled clones retain residual STING activity and prioritize STING agonists for combination therapy.
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::3,Ignacio Garcia,Massachusetts General Hospital,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,biomarker_stratification_gap,medium,6p HLA loss distinguishes HR‑deficient tumors with high JAK‑STAT signaling; could be used to select patients for immune‑checkpoint blockade.,Speaker said: 6p loss is more common early in BRCA1‑like HRD‑DUP tumors and associates with JAK‑STAT up‑regulation.,CrisPRO can integrate single‑cell HLA LOH data with transcriptomics to generate a predictive score for checkpoint inhibitor response.
immunometabolism-in-cancer::unknown::1,Owen Sansom,Cancer Research UK / University of Cambridge,immunometabolism-in-cancer,biomarker_stratification_gap,high,"SLC7A5 expression is highly up‑regulated in APC‑KRAS tumors and in the squamous subtype of pancreatic cancer, suggesting a patient subset that may benefit from SLC7A5‑targeted strategies.","Speaker said: ""We found is highly upregulated in the APC KRAS, but it's also highly upregulated under energetic stress.""",CrisPRO could develop a transcriptional signature to identify tumors with high SLC7A5 activity for patient selection.
immunometabolism-in-cancer::unknown::1,Owen Sansom,Cancer Research UK / University of Cambridge,immunometabolism-in-cancer,failed_asset_salvage,medium,"Deletion of SLC7A5 dramatically slows tumor genesis in KPC pancreatic models but does not fully prevent tumor formation, indicating a partially effective asset that could be rescued with combination approaches.","Speaker said: ""If you delete 7A5, you really strikingly slow tumor genesis. There was no impact on PanINs, and actually many of your mice developed tumors that were not pancreatic.""",CrisPRO can model metabolic network rewiring to predict synergistic drug combinations that complement SLC7A5 inhibition.
immunometabolism-in-cancer::unknown::2,Greg Delgoff,University of Pittsburgh / UPMC Hillman Cancer Center,immunometabolism-in-cancer,resistance_mechanism_addressable,high,"Targeting SLC25A1 to prevent citrate export blocks lipid droplet formation and protein hyper‑acetylation, restoring mitochondrial function in chronically stimulated T cells.","Speaker said: ""When we knock out the citrate carrier... these cells were much better, were metabolically superior to typical T cells.""",CrisPRO can model the impact of SLC25A1 inhibition on the T cell metabolic network and predict optimal combination with PD‑1 blockade.
immunometabolism-in-cancer::unknown::2,Greg Delgoff,University of Pittsburgh / UPMC Hillman Cancer Center,immunometabolism-in-cancer,combination_partner,medium,Synergistic use of SLC25A1 inhibition with PD‑1 blockade to enhance adoptive T cell therapy efficacy.,"Speaker said: ""These cells also synergize very well with PD‑1 blockade.""",CrisPRO can simulate combined checkpoint and metabolic interventions to prioritize dosing schedules.
immunometabolism-in-cancer::unknown::3,Madar,MD Anderson Cancer Center,immunometabolism-in-cancer,platform_superiority_angle,high,CrisPRO can model the metabolic impact of media composition (APEL vs standard) to design optimized GMP‑compatible formulations for NK cell manufacturing.,"Speaker said: ""NK cells grown in APEL media show enhanced oxidative phosphorylation and better killing across multiple tumor models.""",Use computational metabolic flux analysis to predict media components that maximize mitochondrial fitness while maintaining GMP compliance.
immunometabolism-in-cancer::unknown::3,Madar,MD Anderson Cancer Center,immunometabolism-in-cancer,combination_partner,medium,Combine CIS or TGF‑βRII knockout NK cells with small‑molecule AMPK activators to further boost the E4ORF1‑mediated metabolic program.,"Speaker said: ""E4ORF1 engineered NK cells depend on AMPK; inhibition abrogates the phenotype.""",Simulate synergistic effects of genetic and pharmacologic AMPK activation on NK cell cytotoxicity.
immunotherapy-mechanisms-and-responses::unknown::1,Salman Punekar,NYU,immunotherapy-mechanisms-and-responses,biomarker_stratification_gap,high,"STK‑12 efficacy appears higher in STK11/KEAP1 co‑mutated tumors, suggesting a need for prospective biomarker‑driven enrollment.","Speaker said: ""In this co‑mutated subgroup, the median progression‑free survival was 5.5 months...""",CrisPRO could model the impact of STK11/KEAP1 loss on neoantigen landscape and predict responders to IL‑2 agonism.
immunotherapy-mechanisms-and-responses::unknown::1,Salman Punekar,NYU,immunotherapy-mechanisms-and-responses,combination_partner,medium,"Combination of STK‑12 with agents that further relieve immunosuppression (e.g., anti‑TGF‑β) may enhance responses in cold tumors.",Speaker highlighted that STK‑12 restores T cell trafficking without classic IL‑2 toxicity.,CrisPRO can simulate multi‑agent synergy on T cell activation pathways.
immunotherapy-mechanisms-and-responses::unknown::2,Meilin Li,Houston Methodist,immunotherapy-mechanisms-and-responses,biomarker_stratification_gap,high,TLS‑associated immune modules predict PCR; prospective TLS profiling could enrich for responders.,"Speaker said: ""These subtypes were significantly enriched in treatment‑naive tumors from patients who eventually achieved PCR.""",CrisPRO can integrate spatial transcriptomics to predict TLS formation and guide patient selection.
immunotherapy-mechanisms-and-responses::unknown::2,Meilin Li,Houston Methodist,immunotherapy-mechanisms-and-responses,platform_superiority_angle,medium,Leveraging CrisPRO’s spatial‑omics modeling to design next‑generation chemo‑free HER2 regimens with optimized TLS induction.,Speaker highlighted that TLS organization correlates with pathologic response.,CrisPRO can simulate how different antibody combinations reshape the tumor microenvironment.
immunotherapy-mechanisms-and-responses::unknown::3,Hongchang Fu,Francis Crick Institute,immunotherapy-mechanisms-and-responses,resistance_mechanism_addressable,high,"SMG1 inhibition stabilizes frameshift neoantigens, providing a novel source of immunogenic peptides for low‑TMB tumors.",Speaker described that SMG1 inhibition up‑regulated PTC‑containing transcripts leading to neoantigen presentation.,CrisPRO can predict which FS mutations become presented after NMD blockade and prioritize patients.
immunotherapy-mechanisms-and-responses::unknown::3,Hongchang Fu,Francis Crick Institute,immunotherapy-mechanisms-and-responses,trial_design_improvement,medium,"Design a biomarker‑driven early‑phase trial enrolling low‑TMB, MSS tumors with confirmed FS mutation burden.",Speaker highlighted that only <10% of tumors have high TMB and that FS indels correlate with response.,CrisPRO can model expected neoantigen load post‑SMG1 inhibition to power trial enrollment.
immunotherapy-mechanisms-and-responses::unknown::4,Kerry Daniel MacDougall,MD Anderson Cancer Center,immunotherapy-mechanisms-and-responses,combination_partner,medium,"Pair high‑fiber diet with agents that further expand beneficial taxa (e.g., prebiotic supplements) to amplify ICB response.",Speaker noted person‑specific enrichment of response‑associated taxa with high fiber.,CrisPRO can model microbiome‑immune interactions to predict additive effects of specific fibers.
immunotherapy-mechanisms-and-responses::unknown::4,Kerry Daniel MacDougall,MD Anderson Cancer Center,immunotherapy-mechanisms-and-responses,biomarker_stratification_gap,high,Develop a baseline microbiome‑based classifier to select patients most likely to benefit from fiber intervention.,"Speaker reported that overall community diversity did not shift, but individual taxa enrichment correlated with response.",CrisPRO can integrate metagenomic signatures with immune readouts for patient selection.
immunotherapy-mechanisms-and-responses::unknown::5,Jingyao Zhang,Danbury Hospital / Hofstra,immunotherapy-mechanisms-and-responses,failed_asset_salvage,high,Targeting IL‑17 pathway could rescue patients who develop IRAE‑CNS on checkpoint blockade.,Speaker reported improved PET and neurocognitive outcomes with anti‑IL‑17 therapy.,CrisPRO can predict which patients harbor POLR6+ TH17 signatures and prioritize IL‑17 blockade.
immunotherapy-mechanisms-and-responses::unknown::5,Jingyao Zhang,Danbury Hospital / Hofstra,immunotherapy-mechanisms-and-responses,combination_partner,medium,Combine IL‑17 blockade with checkpoint inhibitors to prevent CNS toxicity while preserving anti‑tumor efficacy.,Speaker noted no increase in cancer‑related mortality with anti‑IL‑17.,CrisPRO can simulate immune balance between tumor control and CNS autoimmunity.
immunotherapy-mechanisms-and-responses::unknown::6,Junyoung Wang,City of Hope,immunotherapy-mechanisms-and-responses,failed_asset_salvage,high,Combine NAT10 inhibition with anti‑PD‑1 to restore MHC‑I and overcome resistance in MSS CRC.,Speaker demonstrated synergistic tumor control with NAT10 knockout plus anti‑PD‑1 in mouse models.,CrisPRO can model autophagy‑MHC‑I axis and predict patient subsets benefiting from NAT10 blockade.
