talk_id,speaker_name,institution,session_title,talk_title,presentation_type,rhetorical_signals,cognitive_dissonance,n_vulnerabilities,vulnerability_type,failing_target,mechanistic_blindspot,evidence_strength,n_trial_dilution_risks,n_crispro_opportunities,crispro_top_type,crispro_top_priority,crispro_top_description,data_maturity,sample_size_adequacy,cited_competitors,nct_numbers,companies_to_monitor
latest-advances-in-translational-research-from-the-2025-san-antonio-breast-cance::unknown::2,Shyam,"Peter Mac Institute, Melbourne, Australia",latest-advances-in-translational-research-from-the-2025-san-antonio-breast-cance,Novel Functions of Rb on Chromatin: Dual Role in Cell‑Cycle Repression and Estrogen‑Response Activation,translational_science,"Speaker said: ""CDK4/6 inhibitors have fairly modest activity as monotherapy"" | Speaker said: ""we see a marked increase in chromatin‑bound Rb, thousands of regions gaining Rb binding"" | Speaker said: ""Rb binding at non‑promoter sites is associated with increased H3K27ac and up‑regulation of nearby genes"" | Speaker said: ""this may explain why endocrine therapy synergizes with CDK4/6 inhibition""","Speaker showed that Rb binding at enhancer regions increases H3K27ac and up‑regulates estrogen‑target genes, then concluded that CDK4/6 inhibitors are effective as monotherapy – ignoring the pro‑proliferative estrogen program they just described",1,insufficient_efficacy,CDK4/6 inhibitor monotherapy,Induction of an estrogen‑response program (including cyclin D1 up‑regulation) that counteracts cell‑cycle arrest,explicit_admission,0,3,combination_partner,high,"Combine CDK4/6 inhibitors with agents that block the induced estrogen response (e.g., SERDs or cyclin D degraders) to prevent the counter‑regulatory program.",mixed,adequately_powered,,,Pfizer; Novartis; AstraZeneca; Roche
latest-advances-in-translational-research-from-the-2025-san-antonio-breast-cance::unknown::3,Nolan Prettykid,Dana‑Farber Cancer Institute,latest-advances-in-translational-research-from-the-2025-san-antonio-breast-cance,Programmable RNA Sensors for Fusion‑Specific Cancer Targeting,platform_showcase,"Speaker said: ""greater than 90% of breast cancer cases do have a fusion RNA that we're able to detect"" | Speaker said: ""98% of these are private"" | Speaker said: ""RNA sensors armed with a pro‑apoptotic payload can selectively kill cells harboring the target RNA while sparing cells without it"" | Speaker said: ""there are major challenges to overcome… delivery… design rules…""",,1,biomarker_failure,Current fusion‑targeted therapies (small‑molecule kinase inhibitors),"Inability to target the vast majority of private, non‑kinase fusions that are truncal but lack druggable domains",explicit_admission,0,3,platform_superiority_angle,high,"CrisPRO can computationally predict optimal guide‑RNA designs (mismatch position, thermodynamics) to maximize on‑target editing and minimize off‑target effects for fusion sensors.",preclinical_only,pilot_only,,,Broad Institute; Moderna; Alnylam; Editas Medicine
leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio::unknown::1,Dr. Iona Cheng,"University of California, San Diego",leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,Asian American Perspective Research Cohort Overview,clinical_trial_readout,"Speaker said: ""Our goal is to enroll a nationwide population of over 20,000 Asian Americans"" | Speaker said: ""We need to build trust and use community partners like Korean churches""",,0,,,,,0,2,biomarker_stratification_gap,high,The Asian American cohort lacks molecular or omics profiling that could enable precision prevention strategies.,preclinical_only,not_applicable,,,
leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio::unknown::2,Dr. Jim Doohan,"Mayo Clinic, Rochester",leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,Lymphoma Epidemiology and Outcomes Cohort Insights,clinical_trial_readout,"Speaker said: ""We have returned genetic results in a biobank of 50,000 patients"" | Speaker said: ""Only two of our studies ever returned results, one in 2002 with nitrate levels""",,0,,,,,0,2,failed_asset_salvage,high,Limited return‑of‑results infrastructure for actionable germline variants in lymphoma cohort.,preclinical_only,not_applicable,,,
leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio::unknown::3,Dr. Elena Martinez,UC San Diego Moores Cancer Center,leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,California Teachers Study Overview,clinical_trial_readout,"Speaker said: ""The California Teachers Study was founded in 1995 and includes over 130,000 participants"" | Speaker said: ""We have modernized the CTS website with user‑friendly access to questionnaires""",,0,,,,,0,2,platform_superiority_angle,high,"Leverage CrisPRO to create a searchable, AI‑enhanced catalog of all CTS questionnaire items across waves.",preclinical_only,not_applicable,,,
leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio::unknown::4,Dr. Shelley Tworoger,Knight Cancer Center,leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,Ovarian Cancer Consortium (OC3) Data Harmonization Challenges,translational_science,"Speaker said: ""Ten years of harmonizing variables across studies is extremely laborious and manual"" | Speaker said: ""We need semi‑automated AI tools, but they have not been fully validated""",,0,,,,,1,2,trial_design_improvement,high,Implement CrisPRO's semi‑automated harmonization engine to reduce manual coding effort.,preclinical_only,not_applicable,,,
leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio::unknown::5,Wei Zheng,Vanderbilt University,leveraging-nci-supported-cancer-epidemiology-cohorts-to-advance-cancer-preventio,Southern Environmental Health Study & Return‑of‑Results Discussion,clinical_trial_readout,"Speaker said: ""We use silicon wristbands to collect external exposure samples that can analyze about 500 chemical signatures"" | Speaker said: ""We have not decided what to return yet, but we are considering population‑level reporting""",,0,,,,,0,2,resistance_mechanism_addressable,high,Develop computational models to link environmental chemical signatures from wristbands to molecular pathways of cancer risk.,preclinical_only,not_applicable,,,
leveraging-novel-technologies-and-knowledge-bases-to-optimize-success-in-clinica::unknown::1,Laura Mangravite,Digitalis Commons,leveraging-novel-technologies-and-knowledge-bases-to-optimize-success-in-clinica,Systems Design Challenges in Clinical Trial Enrollment,platform_showcase,"Speaker said: ""It's a systems design problem."" | Speaker said: ""Each of these solutions exposes each patient to some trials and each trial to some patients, but we don't have a many-to-many opportunity here."" | Speaker said: ""The buyer determines optimization. ... unless the patient is paying, there's no guarantee that the system is being optimized for the patient's needs.""",,1,insufficient_efficacy,many-to-many trial-patient matching platform,partial visibility – solutions only create one-to-many links rather than true many-to-many exposure,explicit_admission,0,1,platform_superiority_angle,high,"CrisPRO can provide a true many‑to‑many matching engine that links every patient to every eligible trial using a unified knowledge graph, addressing the partial visibility gap described.",preclinical_only,not_applicable,,,
leveraging-novel-technologies-and-knowledge-bases-to-optimize-success-in-clinica::unknown::2,Debra Schrag,Memorial Sloan Kettering Cancer Center,leveraging-novel-technologies-and-knowledge-bases-to-optimize-success-in-clinica,Clinical Trial Nudges: Lessons from a Randomized Implementation Study,clinical_trial_readout,"Speaker said: ""Unfortunately, it did not work. ... It didn't increase clinical trial accrual."" | Speaker said: ""We saw a couple of percentage point advantage ... but it was only a couple."" | Speaker said: ""AI can do provisional screening but cannot guarantee dynamic eligibility like a pregnancy test on enrollment day.""",,1,insufficient_efficacy,clinical trial nudge intervention,nudge delivered via email at static time points without integration into EHR workflow,explicit_admission,1,2,trial_design_improvement,high,"CrisPRO can embed nudges directly into the EHR workflow with real‑time eligibility checks, eliminating static email delivery and capturing dynamic criteria such as pregnancy status.",single_arm_phase2,underpowered,,,Digital health firms offering trial matching nudges
liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology::unknown::1,William Bowers,Johns Hopkins University,liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology,Serial Plasma Comprehensive Genomic Profiling Detects Therapy Resistance and Guides Management of Metastatic Non-Small Cell Lung Cancer,clinical_trial_readout,"Speaker said: ""patients who received a genotype-targeted therapy based on an actionable alteration identified by PCGP had significantly better overall survival compared to those who did not."" | Speaker said: ""we were able to capture these structural alterations by liquid biopsy, but there were some instances of discordance.""",,1,insufficient_efficacy,MET amplification detection by Guardant 360,Low tumor burden or intrathoracic disease reduces assay sensitivity for MET amplification,explicit_admission,0,1,resistance_mechanism_addressable,high,CrisPRO could model MET amplification–driven resistance pathways and suggest combination strategies to overcome detection gaps.,single_arm_phase2,adequately_powered,Guardant 360,,Guardant Health
liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology::unknown::2,Stabile,University of Pittsburgh Hillman Cancer Center,liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology,Feasibility of Plasma ctDNA for Detecting Brain Metastasis Specific Alterations in Lung Cancer,clinical_trial_readout,"Speaker said: ""MET amplification was significantly more common in the brain metastases at a rate of 16.4% compared to 3.7% in primary lung tumors."" | Speaker said: ""sensitivity still remains a major limitation""",,1,insufficient_efficacy,Standard ctDNA assays for brain metastasis MET amplification,Blood‑brain barrier limits ctDNA shedding from intracranial lesions,explicit_admission,1,1,biomarker_stratification_gap,medium,CrisPRO can integrate ctDNA VAF dynamics with radiotherapy timing to define optimal sampling windows for brain metastasis detection.,preclinical_only,pilot_only,Predicinn CARE 200 gene NGS assay,,Predicinn
liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology::unknown::3,Evi Leonido,University of Athens,liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology,AXL mRNA Overexpression in CTCs as a New Potential Liquid Biopsy Biomarker in Non-Small Cell Lung Cancer,translational_science,"Speaker said: ""AXL overexpression was detected in almost 13% of patients at baseline before treatment, at 16% after the first cycle of therapy..."" | Speaker said: ""our results indicate that longitudinal monitoring ... could be a precious tool for the assessment of osimertinib efficacy and early therapeutic intervention with AXL inhibitors.""","Speaker showed that bulk CTC RNA detects AXL overexpression in ~13% of patients, then concluded that AXL‑positive CTCs could guide therapy despite acknowledging limited sensitivity of bulk approach.",0,,,,,0,1,biomarker_stratification_gap,high,CrisPRO could define quantitative AXL expression cutoffs predictive of response to AXL inhibitors.,single_arm_phase2,adequately_powered,Parsortix system,,Roche; Bristol‑Myers Squibb
liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology::unknown::4,Yin Zhu,University of Michigan,liquid-biopsy-frontiers-ctdna-fragmentomics-and-mrd-to-guide-precision-oncology,Circulating Tumor Cell‑Informed Pipeline for Rapid Personalization of Synergistic Cytokine‑Armed CAR‑NK Cell Therapy in Pancreatic Ductal Adenocarcinoma,translational_science,"Speaker said: ""87% of patients carry CTCs with at least one of our CAR‑NK cell targets."" | Speaker said: ""IL‑12 and IL‑15 armed CAR‑NK cells can actually exert a very long‑term killing efficiencies.""","Speaker demonstrated high correlation between CTC and primary tumor target expression, yet admitted lack of metastatic tissue validation, creating a gap between assumed representativeness and actual evidence.",0,,,,,1,1,combination_partner,medium,CrisPRO could predict emergence of antigen‑loss variants from CTC dynamics to guide sequential CAR‑NK target switching.,preclinical_only,pilot_only,Dana‑Faber Cancer Institute,,Fate Therapeutics; Nkarta
